sacc;stitle;sscinames
DQ244041;Uncultured choanoflagellate clone PAH3AU2004 18S ribosomal RNA gene, partial sequence;uncultured Choanoflagellida
DQ248138;Uncultured marine eukaryote clone 400B3 small subunit ribosomal RNA, partial sequence;uncultured marine eukaryote
DQ248145;Uncultured marine eukaryote clone 400B4 small subunit ribosomal RNA, partial sequence;uncultured marine eukaryote
DQ248146;Uncultured marine eukaryote clone 400C4 small subunit ribosomal RNA, partial sequence;uncultured marine eukaryote
DQ248150;Uncultured marine eukaryote clone 400A4 small subunit ribosomal RNA, partial sequence;uncultured marine eukaryote
DQ248152;Uncultured marine eukaryote clone 400B6m13 small subunit ribosomal RNA, partial sequence;uncultured marine eukaryote
DQ248153;Uncultured marine eukaryote clone 400F6m13 small subunit ribosomal RNA, partial sequence;uncultured marine eukaryote
DQ248154;Uncultured marine eukaryote clone 400C5 small subunit ribosomal RNA, partial sequence;uncultured marine eukaryote
DQ248161;Uncultured marine eukaryote clone 400G6m13 small subunit ribosomal RNA, partial sequence;uncultured marine eukaryote
DQ248162;Uncultured marine eukaryote clone 400G10 small subunit ribosomal RNA, partial sequence;uncultured marine eukaryote
DQ248163;Uncultured marine eukaryote clone 400A5 small subunit ribosomal RNA, partial sequence;uncultured marine eukaryote
DQ248164;Uncultured marine eukaryote clone 400F5 small subunit ribosomal RNA, partial sequence;uncultured marine eukaryote
DQ310194;Uncultured marine eukaryote clone FV18_2A5 small subunit ribosomal RNA gene, partial sequence;uncultured marine eukaryote
DQ310196;Uncultured marine eukaryote clone FV18_2A12 small subunit ribosomal RNA gene, partial sequence;uncultured marine eukaryote
DQ310197;Uncultured marine eukaryote clone FV18_2B1 small subunit ribosomal RNA gene, partial sequence;uncultured marine eukaryote
DQ310207;Uncultured marine eukaryote clone FV36_2H11 small subunit ribosomal RNA gene, partial sequence;uncultured marine eukaryote
DQ310214;Uncultured marine eukaryote clone FV23_1A4 small subunit ribosomal RNA gene, partial sequence;uncultured marine eukaryote
DQ310233;Uncultured marine eukaryote clone FV36_2G07 small subunit ribosomal RNA gene, partial sequence;uncultured marine eukaryote
DQ310247;Uncultured marine eukaryote clone FV18_3B4 small subunit ribosomal RNA gene, partial sequence;uncultured marine eukaryote
DQ310257;Uncultured marine eukaryote clone FV23_1B7 small subunit ribosomal RNA gene, partial sequence;uncultured marine eukaryote
DQ310263;Uncultured marine eukaryote clone FV23_1D4 small subunit ribosomal RNA gene, partial sequence;uncultured marine eukaryote
DQ310276;Uncultured marine eukaryote clone FV23_CilB9 small subunit ribosomal RNA gene, partial sequence;uncultured marine eukaryote
DQ310316;Uncultured marine eukaryote clone FV18_1H2 small subunit ribosomal RNA gene, partial sequence;uncultured marine eukaryote
DQ310323;Uncultured marine eukaryote clone FV18_CilF1 small subunit ribosomal RNA gene, partial sequence;uncultured marine eukaryote
DQ310326;Uncultured marine eukaryote clone FV23_1C11B9 small subunit ribosomal RNA gene, partial sequence;uncultured marine eukaryote
DQ314809;Uncultured marine eukaryote clone NOR26.10 18S ribosomal RNA gene, partial sequence;uncultured marine eukaryote
DQ314810;Uncultured marine eukaryote clone NW617.37 18S ribosomal RNA gene, partial sequence;uncultured marine eukaryote
DQ314813;Uncultured marine eukaryote clone NOR46.15 18S ribosomal RNA gene, partial sequence;uncultured marine eukaryote
DQ314814;Uncultured marine eukaryote clone NOR46.27 18S ribosomal RNA gene, partial sequence;uncultured marine eukaryote
DQ369014;Uncultured marine eukaryote clone UEPACYp3 18S ribosomal RNA gene, partial sequence;uncultured marine eukaryote
DQ369017;Uncultured marine eukaryote clone UEPACMp4 18S ribosomal RNA gene, partial sequence;uncultured marine eukaryote
DQ374166;Uncultured bacterium clone Souza16S16 16S ribosomal RNA gene, partial sequence;uncultured bacterium
DQ374194;Uncultured bacterium clone Souza16S58 16S ribosomal RNA gene, partial sequence;uncultured bacterium
DQ374462;Uncultured bacterium clone 43P 16S ribosomal RNA gene, partial sequence;uncultured bacterium
DQ386739;Uncultured marine picoplankton AP-picoclone3 small subunit ribosomal RNA gene, partial sequence;uncultured marine picoplankton
DQ386748;Uncultured marine picoplankton AP-picoclone12 small subunit ribosomal RNA gene, partial sequence;uncultured marine picoplankton
DQ395693;Uncultured organism clone ctg_CGOF119 16S ribosomal RNA gene, partial sequence;uncultured organism
DQ395884;Uncultured organism clone ctg_CGOF167 16S ribosomal RNA gene, partial sequence;uncultured organism
DQ409120;Uncultured eukaryotic picoplankton clone VP13 18S ribosomal RNA gene, partial sequence;eukaryotic picoplankton environmental sample
DQ409122;Uncultured eukaryotic picoplankton clone VP18 18S ribosomal RNA gene, partial sequence;eukaryotic picoplankton environmental sample
DQ409127;Uncultured eukaryotic picoplankton clone VP31 18S ribosomal RNA gene, partial sequence;eukaryotic picoplankton environmental sample
DQ430735;Uncultured eukaryote clone biogas-DE-e17 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
DQ430747;Uncultured eukaryote clone biogas-DI-e36 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
DQ450173;Uncultured proteobacterium clone R7C22 16S ribosomal RNA gene, partial sequence;uncultured proteobacterium
DQ451600;Uncultured Aspergillus clone 1186 18S ribosomal RNA gene, partial sequence;uncultured Aspergillus
DQ455742;Uncultured eukaryote clone BB01-145w 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
DQ457087;Uncultured cercozoan isolate DGGE gel band AUNH2 18S ribosomal RNA gene, partial sequence internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence and 28S ribosomal RNA gene, partial sequence;uncultured Cercozoa
DQ501296;Uncultured planctomycete clone BL11-5 16S ribosomal RNA gene, partial sequence;uncultured planctomycete
DQ504340;Uncultured cercozoan clone LC103_5EP_6 18S ribosomal RNA gene, partial sequence;uncultured Cercozoa
DQ781322;Uncultured marine eukaryote clone AD101 18S ribosomal RNA gene, partial sequence;uncultured marine eukaryote
DQ781323;Uncultured marine eukaryote clone AD106 18S ribosomal RNA gene, partial sequence;uncultured marine eukaryote
DQ781325;Uncultured marine eukaryote clone AD125 18S ribosomal RNA gene, partial sequence;uncultured marine eukaryote
DQ781328;Uncultured marine eukaryote clone AD143 18S ribosomal RNA gene, partial sequence;uncultured marine eukaryote
DQ781331;Uncultured marine eukaryote clone AD503 18S ribosomal RNA gene, partial sequence;uncultured marine eukaryote
DQ781332;Uncultured marine eukaryote clone AD507 18S ribosomal RNA gene, partial sequence;uncultured marine eukaryote
DQ781333;Uncultured marine eukaryote clone AD509 18S ribosomal RNA gene, partial sequence;uncultured marine eukaryote
DQ865493;Uncultured organism clone Nabaos_u_11 small subunit ribosomal RNA gene, partial sequence;uncultured organism
DQ865519;Uncultured organism clone Nabaos_u_11 small subunit ribosomal RNA gene, partial sequence;uncultured organism
DQ865522;Uncultured organism clone Nabaos_u_11 small subunit ribosomal RNA gene, partial sequence;uncultured organism
DQ865529;Uncultured organism clone Nabaos_u_11 small subunit ribosomal RNA gene, partial sequence;uncultured organism
DQ865545;Uncultured organism clone Nabaos_u_63 small subunit ribosomal RNA gene, partial sequence;uncultured organism
DQ865553;Uncultured organism clone Nabaos_u_11 small subunit ribosomal RNA gene, partial sequence;uncultured organism
DQ865556;Uncultured organism clone Nabaos_u_11 small subunit ribosomal RNA gene, partial sequence;uncultured organism
DQ865561;Uncultured organism clone Nabaos_u_11 small subunit ribosomal RNA gene, partial sequence;uncultured organism
DQ865701;Uncultured organism clone Gellap_u_19 small subunit ribosomal RNA gene, partial sequence;uncultured organism
DQ900971;Uncultured fungus clone gbCTA35_034 5.8S ribosomal RNA gene, partial sequence internal transcribed spacer 2, complete sequence and 28S large subunit ribosomal RNA gene, partial sequence;uncultured fungus
DQ900996;Uncultured fungus clone gbFC_3b6_011 5.8S ribosomal RNA gene, partial sequence internal transcribed spacer 2, complete sequence and 28S large subunit ribosomal RNA gene, partial sequence;uncultured fungus
DQ918412;Uncultured marine eukaryote clone ENVP21819.00328 18S ribosomal RNA gene, partial sequence;uncultured marine eukaryote
EF023114;Eimeriidae environmental sample clone Amb_18S_394 18S ribosomal RNA gene, partial sequence;uncultured Eimeriidae
EF023143;Uncultured eukaryote clone Amb_18S_431 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
EF023145;Uncultured eustigmatophyte clone Amb_18S_433 18S ribosomal RNA gene, partial sequence;uncultured Eustigmatophyceae
EF023151;Uncultured eukaryote clone Amb_18S_439 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
EF023153;Eimeriidae environmental sample clone Amb_18S_441 18S ribosomal RNA gene, partial sequence;uncultured Eimeriidae
EF023154;Phaseoleae environmental sample clone Amb_18S_443 18S ribosomal RNA gene, partial sequence;Phaseoleae environmental sample
EF023161;Phaseoleae environmental sample clone Amb_18S_451 18S ribosomal RNA gene, partial sequence;Phaseoleae environmental sample
EF023171;Ochromonadaceae environmental sample clone Amb_18S_462 18S ribosomal RNA gene, partial sequence;Ochromonadaceae environmental sample
EF023211;Eimeriidae environmental sample clone Amb_18S_506 18S ribosomal RNA gene, partial sequence;uncultured Eimeriidae
EF023216;Eimeriidae environmental sample clone Amb_18S_514 18S ribosomal RNA gene, partial sequence;uncultured Eimeriidae
EF023284;Uncultured eukaryote clone Amb_18S_594 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
EF023299;Uncultured eukaryote clone Amb_18S_612 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
EF023370;Codonosigidae environmental sample clone Amb_18S_701 18S ribosomal RNA gene, partial sequence;uncultured Codonosigidae
EF023379;Uncultured eukaryote clone Amb_18S_712 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
EF023385;Eimeriidae environmental sample clone Amb_18S_720 18S ribosomal RNA gene, partial sequence;uncultured Codonosigidae
EF023439;Uncultured eukaryote clone Amb_18S_439 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
EF023457;Uncultured eukaryote clone Amb_18S_1038 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
EF023467;Phrynidae environmental sample clone Amb_18S_1052 18S ribosomal RNA gene, partial sequence;Phrynidae environmental sample
EF023480;Thaumatomastigidae environmental sample clone Amb_18S_1066 18S ribosomal RNA gene, partial sequence;Thaumatomastigidae environmental sample
EF023499;Hartmannellidae environmental sample clone Amb_18S_1090 18S ribosomal RNA gene, partial sequence;uncultured Hartmannellidae
EF023502;Uncultured eustigmatophyte clone Amb_18S_1095 18S ribosomal RNA gene, partial sequence;uncultured Eustigmatophyceae
EF023536;Uncultured eukaryote clone Amb_18S_1136 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
EF023548;Eimeriidae environmental sample clone Amb_18S_1151 18S ribosomal RNA gene, partial sequence;uncultured Eimeriidae
EF023565;Uncultured eukaryote clone Amb_18S_787 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
EF023567;Uncultured eukaryote clone Amb_18S_439 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
EF023585;Uncultured eukaryote clone Amb_18S_814 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
EF023594;Uncultured eustigmatophyte 18S ribosomal RNA gene, partial sequence;uncultured Eustigmatophyceae
EF023597;Phrynidae environmental sample clone Amb_18S_832 18S ribosomal RNA gene, partial sequence;Phrynidae environmental sample
EF023624;Phrynidae environmental sample clone Amb_18S_868 18S ribosomal RNA gene, partial sequence;Phrynidae environmental sample
EF023626;Eimeriidae environmental sample clone Amb_18S_870 18S ribosomal RNA gene, partial sequence;uncultured Eimeriidae
EF023666;Phrynidae environmental sample clone Amb_18S_832 18S ribosomal RNA gene, partial sequence;Phrynidae environmental sample
EF023669;Raphidophyceae environmental sample clone Amb_18S_929 18S ribosomal RNA gene, partial sequence;uncultured raphidophyte
EF023670;Uncultured Dunaliellaceae clone Amb_18S_930 18S ribosomal RNA gene, partial sequence;uncultured Dunaliellaceae
EF023700;Uncultured Closteriaceae clone Amb_18S_970 18S ribosomal RNA gene, partial sequence;uncultured Closteriaceae
EF023717;Phrynidae environmental sample clone Amb_18S_832 18S ribosomal RNA gene, partial sequence;Phrynidae environmental sample
EF023742;Uncultured eukaryote clone Amb_18S_439 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
EF023764;Uncultured eukaryote clone Amb_18S_1205 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
EF023810;Uncultured eukaryote clone Amb_18S_1257 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
EF023812;Uncultured eukaryote clone Amb_18S_1260 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
EF023834;Uncultured eukaryote clone Amb_18S_712 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
EF023854;Uncultured eukaryote clone Amb_18S_814 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
EF023856;Codonosigidae environmental sample clone Amb_18S_1307 18S ribosomal RNA gene, partial sequence;uncultured Codonosigidae
EF023858;Uncultured eukaryote clone Amb_18S_439 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
EF023872;Uncultured Sarcosomataceae clone Amb_18S_1324 18S ribosomal RNA gene, partial sequence;uncultured Sarcosomataceae
EF023895;Uncultured eukaryote clone Amb_18S_1350 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
EF023917;Phrynidae environmental sample clone Amb_18S_832 18S ribosomal RNA gene, partial sequence;Phrynidae environmental sample
EF023925;Phrynidae environmental sample clone Amb_18S_832 18S ribosomal RNA gene, partial sequence;Phrynidae environmental sample
EF023931;Phrynidae environmental sample clone Amb_18S_832 18S ribosomal RNA gene, partial sequence;Phrynidae environmental sample
EF023936;Eimeriidae environmental sample clone Amb_18S_1397 18S ribosomal RNA gene, partial sequence;uncultured Eimeriidae
EF023939;Uncultured eukaryote clone Amb_18S_439 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
EF023941;Uncultured eukaryote clone Amb_18S_439 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
EF023959;Uncultured eukaryote clone Amb_18S_439 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
EF023971;Eimeriidae environmental sample clone Amb_18S_1440 18S ribosomal RNA gene, partial sequence;uncultured Eimeriidae
EF023976;Uncultured eukaryote clone Amb_18S_439 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
EF024012;Eimeriidae environmental sample clone Amb_18S_720 18S ribosomal RNA gene, partial sequence;uncultured Codonosigidae
EF024013;Uncultured eukaryote clone Amb_18S_1491 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
EF024015;Eimeriidae environmental sample clone Amb_18S_1493 18S ribosomal RNA gene, partial sequence;uncultured Eimeriidae
EF024068;Uncultured eukaryote clone Amb_18S_5141 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
EF024084;Uncultured eukaryote clone Amb_18S_5141 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
EF024086;Uncultured eukaryote clone Amb_18S_6331 18S ribosomal RNA gene, partial sequence;uncultured eukaryote
